51,66,122,1
49,64,120,1
75,85,125,1
74,84,124,1
74,84,124,1
73,83,123,1
73,83,123,1
72,82,122,1
72,82,122,1
71,81,121,1
70,80,120,1
71,81,121,1
73,83,123,1
74,84,124,1
75,85,125,1
76,86,126,1
76,86,126,1
76,86,126,1
77,84,127,1
80,86,129,1
83,89,132,1
85,91,134,1
84,90,133,1
82,88,131,1
79,85,128,1
77,83,126,1
78,84,127,1
78,84,127,1
78,84,127,1
79,85,128,1
79,85,128,1
79,85,128,1
80,86,129,1
80,86,127,1
78,87,125,1
79,88,126,1
79,88,126,1
80,89,127,1
81,90,128,1
82,91,129,1
83,92,130,1
83,92,130,1
78,87,125,1
78,87,125,1
79,88,126,1
82,91,129,1
87,96,134,1
87,96,134,1
85,94,132,1
81,90,128,1
82,93,131,1
81,92,130,1
79,90,128,1
78,89,127,1
77,88,126,1
78,89,127,1
79,90,128,1
79,90,128,1
78,89,127,1
79,90,128,1
80,91,129,1
80,91,129,1
79,90,128,1
77,88,126,1
75,86,124,1
72,84,124,1
73,86,130,1
73,86,130,1
77,87,127,1
78,87,124,1
78,86,123,1
74,86,122,1
66,83,122,1
58,81,126,1
48,79,130,1
124,162,220,1
114,158,221,1
114,164,230,1
105,157,224,1
103,157,222,1
109,161,227,1
113,166,229,1
113,165,231,1
110,164,229,1
109,163,226,1
111,164,227,1
115,166,228,1
117,168,230,1
119,169,229,1
119,169,229,1
128,176,234,1
128,175,231,1
126,171,228,1
124,170,224,1
125,169,223,1
126,170,223,1
129,173,226,1
132,174,227,1
125,167,220,1
128,171,222,1
132,172,224,1
128,170,223,1
126,166,219,1
122,164,217,1
125,165,218,1
125,166,221,1
124,163,218,1
112,153,208,1
106,145,200,1
109,149,207,1
124,162,220,1
128,168,226,1
124,162,220,1
115,153,211,1
120,158,216,1
118,155,211,1
116,153,209,1
119,156,212,1
123,160,216,1
123,160,216,1
118,155,211,1
111,148,204,1
107,144,200,1
112,149,205,1
116,153,209,1
112,149,205,1
104,141,197,1
101,138,194,1
107,144,200,1
116,151,207,1
98,128,187,1
103,133,192,1
108,136,196,1
108,136,196,1
104,132,192,1
105,131,191,1
108,135,192,1
112,139,196,1
97,124,181,1
97,124,181,1
100,125,181,1
101,126,182,1
100,125,181,1
97,122,178,1
91,117,171,1
89,112,168,1
105,123,182,1
66,81,143,1
59,74,136,1
61,76,138,1
62,80,141,1
68,86,147,1
62,79,142,1
65,83,146,1
69,87,150,1
68,86,149,1
64,84,149,1
62,82,147,1
61,81,146,1
60,80,145,1
59,78,145,1
59,79,144,1
57,79,144,1
53,76,138,1
53,76,138,1
57,80,142,1
56,79,141,1
49,72,134,1
47,70,132,1
50,73,135,1
51,74,136,1
53,76,138,1
53,76,138,1
49,72,134,1
47,70,132,1
49,72,134,1
48,71,133,1
47,68,129,1
49,66,123,1
52,67,123,1
54,69,125,1
53,68,124,1
51,66,122,1
74,86,126,1
74,86,126,1
73,85,125,1
72,84,124,1
72,84,124,1
73,85,125,1
73,85,125,1
74,86,126,1
71,83,123,1
72,84,124,1
72,84,124,1
73,85,125,1
73,85,125,1
74,86,126,1
74,86,126,1
77,87,127,1
80,88,128,1
82,88,129,1
83,89,130,1
84,90,131,1
84,90,131,1
84,90,131,1
84,90,131,1
83,89,130,1
80,86,127,1
80,86,127,1
79,85,126,1
79,85,126,1
79,85,126,1
80,86,127,1
81,87,128,1
81,87,128,1
80,89,127,1
80,89,127,1
81,90,128,1
82,91,129,1
82,91,129,1
82,91,129,1
81,90,128,1
81,90,128,1
78,87,125,1
80,89,127,1
83,92,130,1
85,94,132,1
86,95,133,1
85,94,132,1
84,93,131,1
83,92,130,1
84,95,133,1
84,97,135,1
85,98,136,1
83,96,134,1
80,93,131,1
77,90,128,1
75,88,126,1
75,88,126,1
75,88,126,1
77,90,128,1
79,92,130,1
78,91,129,1
76,89,127,1
75,88,126,1
75,88,126,1
73,88,127,1
68,84,127,1
68,84,127,1
72,84,124,1
76,88,124,1
79,88,125,1
77,89,125,1
68,85,124,1
59,82,127,1
49,80,131,1
123,161,219,1
119,163,226,1
105,155,221,1
97,149,216,1
111,163,229,1
110,160,226,1
111,164,227,1
106,159,222,1
112,165,228,1
119,172,235,1
119,172,235,1
117,168,230,1
114,165,227,1
117,167,227,1
119,169,229,1
124,172,230,1
122,171,227,1
122,169,225,1
121,168,224,1
122,167,224,1
123,169,223,1
124,170,224,1
127,171,224,1
127,167,220,1
129,169,222,1
129,167,221,1
125,164,219,1
126,163,219,1
129,168,223,1
129,166,222,1
125,163,221,1
115,152,210,1
117,155,213,1
120,157,215,1
118,155,215,1
115,151,211,1
113,150,210,1
116,152,212,1
119,156,214,1
123,157,216,1
124,158,217,1
120,154,213,1
115,149,208,1
116,150,209,1
124,158,217,1
125,159,218,1
121,155,214,1
121,155,214,1
114,148,207,1
109,143,202,1
110,144,203,1
109,143,202,1
105,139,198,1
107,141,200,1
115,147,206,1
103,134,195,1
107,138,199,1
110,139,200,1
104,133,194,1
99,129,188,1
101,129,189,1
103,131,191,1
102,130,190,1
99,128,185,1
98,127,184,1
99,126,183,1
100,127,184,1
102,127,183,1
101,126,182,1
98,123,179,1
98,121,177,1
101,121,179,1
64,82,143,1
66,84,145,1
65,83,144,1
57,74,137,1
65,82,145,1
65,83,146,1
66,84,147,1
67,85,150,1
63,83,148,1
61,80,147,1
59,78,145,1
57,79,145,1
58,80,146,1
59,81,147,1
62,82,147,1
56,75,136,1
59,79,137,1
61,81,139,1
60,80,138,1
56,76,134,1
53,73,131,1
53,73,131,1
54,74,132,1
50,70,128,1
53,73,131,1
55,75,133,1
54,74,132,1
50,70,128,1
48,68,126,1
49,69,127,1
51,69,128,1
52,69,126,1
52,66,124,1
50,64,122,1
48,62,120,1
47,62,118,1
74,86,126,1
73,85,125,1
72,84,124,1
71,83,123,1
71,83,123,1
71,83,123,1
71,83,123,1
71,83,123,1
72,84,124,1
73,85,125,1
73,85,125,1
73,85,125,1
73,85,125,1
73,85,125,1
74,86,126,1
76,86,126,1
80,88,128,1
82,88,129,1
82,88,129,1
82,88,129,1
